"tag","wav_name","start_time_local","end_time_local"
"cc23_BSCT","cc23_BSCT044.wav",2023-01-13 17:01:14,2023-01-14 01:00:59
"cc23_BSCT","cc23_BSCT045.wav",2023-01-14 01:01:16,2023-01-14 09:01:00
"cc23_BSCT","cc23_BSCT046.wav",2023-01-14 09:01:18,2023-01-14 17:01:03
"cc23_BSCT","cc23_BSCT047.wav",2023-01-14 17:01:20,2023-01-15 01:01:04
"cc23_BSCT","cc23_BSCT048.wav",2023-01-15 01:01:22,2023-01-15 09:01:07
"cc23_BSCT","cc23_BSCT049.wav",2023-01-15 09:01:24,2023-01-15 17:01:09
"cc23_BSCT","cc23_BSCT050.wav",2023-01-15 17:01:26,2023-01-16 00:59:50
"cc23_BSCT","cc23_BSCT051.wav",2023-01-16 00:59:52,2023-01-16 01:01:13
"cc23_BSCT","cc23_BSCT052.wav",2023-01-16 01:01:28,2023-01-16 09:01:13
"cc23_BSCT","cc23_BSCT053.wav",2023-01-16 09:01:30,2023-01-16 17:01:16
"cc23_BSCT","cc23_BSCT054.wav",2023-01-16 17:01:32,2023-01-17 00:43:00
"cc23_BSCT","cc23_BSCT055.wav",2023-01-17 00:43:02,2023-01-17 01:01:18
"cc23_BSCT","cc23_BSCT056.wav",2023-01-17 01:01:34,2023-01-17 09:01:19
"cc23_BSCT","cc23_BSCT057.wav",2023-01-17 09:01:36,2023-01-17 17:01:21
"cc23_BSCT","cc23_BSCT058.wav",2023-01-17 17:01:38,2023-01-18 01:01:23
"cc23_BSCT","cc23_BSCT059.wav",2023-01-18 01:01:40,2023-01-18 09:01:25
"cc23_BSCT","cc23_BSCT060.wav",2023-01-18 09:01:42,2023-01-18 17:01:28
"cc23_BSCT","cc23_BSCT061.wav",2023-01-18 17:01:44,2023-01-19 00:33:24
"cc23_BSCT","cc23_BSCT062.wav",2023-01-19 00:33:26,2023-01-19 01:01:30
"cc23_BSCT","cc23_BSCT063.wav",2023-01-19 01:01:46,2023-01-19 09:01:31
"cc23_BSCT","cc23_BSCT064.wav",2023-01-19 09:01:48,2023-01-19 17:01:33
"cc23_BSCT","cc23_BSCT065.wav",2023-01-19 17:01:50,2023-01-20 01:01:35
"cc23_BSCT","cc23_BSCT066.wav",2023-01-20 01:01:52,2023-01-20 09:01:37
"cc23_BSCT","cc23_BSCT067.wav",2023-01-20 09:01:54,2023-01-20 17:01:40
"cc23_BSCT","cc23_BSCT068.wav",2023-01-20 17:01:55,2023-01-21 01:01:40
"cc23_BSCT","cc23_BSCT069.wav",2023-01-21 01:01:57,2023-01-21 09:01:42
"cc23_BSCT","cc23_BSCT070.wav",2023-01-21 09:01:59,2023-01-21 17:01:44
"cc23_BSCT","cc23_BSCT071.wav",2023-01-21 17:02:01,2023-01-22 01:01:46
"cc23_BSCT","cc23_BSCT072.wav",2023-01-22 01:02:03,2023-01-22 09:01:48
"cc23_BSCT","cc23_BSCT073.wav",2023-01-22 09:02:05,2023-01-22 17:01:51
"cc23_BSCT","cc23_BSCT074.wav",2023-01-22 17:02:07,2023-01-23 01:01:53
"cc23_BSCT","cc23_BSCT075.wav",2023-01-23 01:02:09,2023-01-23 09:01:54
"cc23_BSCT","cc23_BSCT076.wav",2023-01-23 09:02:11,2023-01-23 09:18:54
"cc23_CAPE","cc23_CAPE001.wav",2023-01-01 17:00:02,2023-01-02 01:27:35
"cc23_CAPE","cc23_CAPE002.wav",2023-01-02 01:27:37,2023-01-02 08:59:58
"cc23_CAPE","cc23_CAPE003.wav",2023-01-02 17:00:04,2023-01-03 02:05:25
"cc23_CAPE","cc23_CAPE004.wav",2023-01-03 02:05:27,2023-01-03 08:59:59
"cc23_CAPE","cc23_CAPE005.wav",2023-01-03 17:00:06,2023-01-04 04:16:12
"cc23_CAPE","cc23_CAPE006.wav",2023-01-04 04:16:14,2023-01-04 09:00:02
"cc23_CAPE","cc23_CAPE007.wav",2023-01-04 17:00:08,2023-01-05 03:12:23
"cc23_CAPE","cc23_CAPE008.wav",2023-01-05 03:12:25,2023-01-05 09:00:04
"cc23_CAPE","cc23_CAPE009.wav",2023-01-05 17:00:10,2023-01-06 02:24:20
"cc23_CAPE","cc23_CAPE010.wav",2023-01-06 02:24:22,2023-01-06 09:00:06
"cc23_CAPE","cc23_CAPE011.wav",2023-01-06 17:00:12,2023-01-07 02:38:43
"cc23_CAPE","cc23_CAPE012.wav",2023-01-07 02:38:45,2023-01-07 09:00:08
"cc23_CAPE","cc23_CAPE013.wav",2023-01-07 17:00:14,2023-01-08 03:26:29
"cc23_CAPE","cc23_CAPE014.wav",2023-01-08 03:26:31,2023-01-08 09:00:10
"cc23_CAPE","cc23_CAPE015.wav",2023-01-08 17:00:16,2023-01-09 02:06:40
"cc23_CAPE","cc23_CAPE016.wav",2023-01-09 02:06:42,2023-01-09 09:00:12
"cc23_CAPE","cc23_CAPE017.wav",2023-01-09 17:00:18,2023-01-10 02:48:59
"cc23_CAPE","cc23_CAPE018.wav",2023-01-10 02:49:01,2023-01-10 09:00:15
"cc23_CAPE","cc23_CAPE019.wav",2023-01-10 17:00:20,2023-01-11 02:34:35
"cc23_CAPE","cc23_CAPE020.wav",2023-01-11 02:34:37,2023-01-11 09:00:16
"cc23_CAPE","cc23_CAPE021.wav",2023-01-11 17:00:22,2023-01-12 02:33:07
"cc23_CAPE","cc23_CAPE022.wav",2023-01-12 02:33:09,2023-01-12 09:00:19
"cc23_CAPE","cc23_CAPE023.wav",2023-01-12 17:00:24,2023-01-13 03:06:50
"cc23_CAPE","cc23_CAPE024.wav",2023-01-13 03:06:52,2023-01-13 09:00:20
"cc23_CAPE","cc23_CAPE025.wav",2023-01-13 17:00:26,2023-01-14 02:30:00
"cc23_CAPE","cc23_CAPE026.wav",2023-01-14 02:30:02,2023-01-14 09:00:23
"cc23_CAPE","cc23_CAPE027.wav",2023-01-14 17:00:28,2023-01-15 02:20:18
"cc23_CAPE","cc23_CAPE028.wav",2023-01-15 02:20:20,2023-01-15 09:00:25
"cc23_CAPE","cc23_CAPE029.wav",2023-01-15 17:00:29,2023-01-16 02:33:18
"cc23_CAPE","cc23_CAPE030.wav",2023-01-16 02:33:20,2023-01-16 09:00:26
"cc23_CAPE","cc23_CAPE031.wav",2023-01-16 17:00:31,2023-01-17 03:31:19
"cc23_CAPE","cc23_CAPE032.wav",2023-01-17 03:31:21,2023-01-17 09:00:28
